timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643396269835,260,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-7,text,true,,1041,226,10,10,https://jsonplaceholder.typicode.com/posts/1,260,0,0
1643396269871,276,POST,201,Created,jp@gc - Ultimate Thread Group 3-1,text,true,,1233,250,10,10,https://jsonplaceholder.typicode.com/posts,276,0,0
1643396270002,169,GET,200,OK,jp@gc - Ultimate Thread Group 3-8,text,true,,1377,140,10,10,https://jsonplaceholder.typicode.com/posts/1,169,0,118
1643396269940,268,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-5,text,true,,1045,226,10,10,https://jsonplaceholder.typicode.com/posts/1,268,0,0
1643396269951,273,PUT,200,OK,jp@gc - Ultimate Thread Group 3-3,text,true,,1110,256,10,10,https://jsonplaceholder.typicode.com/posts/1,273,0,0
1643396269974,256,POST,201,Created,jp@gc - Ultimate Thread Group 3-9,text,true,,1233,250,10,10,https://jsonplaceholder.typicode.com/posts,256,0,0
1643396269968,267,POST,201,Created,jp@gc - Ultimate Thread Group 3-10,text,true,,1237,250,10,11,https://jsonplaceholder.typicode.com/posts,267,0,0
1643396269953,290,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-6,text,true,,1041,226,10,10,https://jsonplaceholder.typicode.com/posts/1,290,0,0
1643396270095,148,GET,200,OK,jp@gc - Ultimate Thread Group 3-7,text,true,,1365,140,10,10,https://jsonplaceholder.typicode.com/posts/1,148,0,107
1643396270048,284,PUT,200,OK,jp@gc - Ultimate Thread Group 3-2,text,true,,1106,256,10,10,https://jsonplaceholder.typicode.com/posts/1,284,0,0
1643396270062,316,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-4,text,true,,1039,226,10,10,https://jsonplaceholder.typicode.com/posts/1,316,0,0
1643396270209,171,GET,200,OK,jp@gc - Ultimate Thread Group 3-5,text,true,,1377,140,10,11,https://jsonplaceholder.typicode.com/posts/1,171,0,122
1643396270243,161,GET,200,OK,jp@gc - Ultimate Thread Group 3-6,text,true,,1369,140,10,10,https://jsonplaceholder.typicode.com/posts/1,161,0,117
1643396270148,269,PUT,200,OK,jp@gc - Ultimate Thread Group 3-1,text,true,,1112,256,10,11,https://jsonplaceholder.typicode.com/posts/1,269,0,0
1643396270171,258,POST,201,Created,jp@gc - Ultimate Thread Group 3-8,text,true,,1235,250,10,11,https://jsonplaceholder.typicode.com/posts,258,0,0
1643396270225,258,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-3,text,true,,1049,226,10,10,https://jsonplaceholder.typicode.com/posts/1,258,0,0
1643396270230,260,PUT,200,OK,jp@gc - Ultimate Thread Group 3-9,text,true,,1110,256,10,10,https://jsonplaceholder.typicode.com/posts/1,260,0,0
1643396270235,268,PUT,200,OK,jp@gc - Ultimate Thread Group 3-10,text,true,,1104,256,10,11,https://jsonplaceholder.typicode.com/posts/1,268,0,0
1643396270243,275,POST,201,Created,jp@gc - Ultimate Thread Group 3-7,text,true,,1237,250,10,10,https://jsonplaceholder.typicode.com/posts,275,0,0
1643396270379,141,GET,200,OK,jp@gc - Ultimate Thread Group 3-4,text,true,,1375,140,10,10,https://jsonplaceholder.typicode.com/posts/1,141,0,101
1643396270332,284,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-2,text,true,,1051,226,10,10,https://jsonplaceholder.typicode.com/posts/1,284,0,0
1643396270484,138,GET,200,OK,jp@gc - Ultimate Thread Group 3-3,text,true,,1371,140,10,10,https://jsonplaceholder.typicode.com/posts/1,138,0,97
1643396270380,274,POST,201,Created,jp@gc - Ultimate Thread Group 3-5,text,true,,1237,250,10,11,https://jsonplaceholder.typicode.com/posts,274,0,0
1643396270404,284,POST,201,Created,jp@gc - Ultimate Thread Group 3-6,text,true,,1235,250,10,11,https://jsonplaceholder.typicode.com/posts,284,0,0
1643396270417,278,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-1,text,true,,1039,226,10,11,https://jsonplaceholder.typicode.com/posts/1,278,0,0
1643396270429,275,PUT,200,OK,jp@gc - Ultimate Thread Group 3-8,text,true,,1102,256,10,13,https://jsonplaceholder.typicode.com/posts/1,275,0,0
1643396270490,261,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-9,text,true,,1041,226,10,12,https://jsonplaceholder.typicode.com/posts/1,261,0,0
1643396270617,139,GET,200,OK,jp@gc - Ultimate Thread Group 3-2,text,true,,1369,140,10,10,https://jsonplaceholder.typicode.com/posts/1,139,0,99
1643396270503,270,DELETE,200,OK,jp@gc - Ultimate Thread Group 3-10,text,true,,1041,226,10,10,https://jsonplaceholder.typicode.com/posts/1,270,0,0
1643396270518,262,PUT,200,OK,jp@gc - Ultimate Thread Group 3-7,text,true,,1110,256,10,10,https://jsonplaceholder.typicode.com/posts/1,262,0,0
1643396270520,298,POST,201,Created,jp@gc - Ultimate Thread Group 3-4,text,true,,1233,250,10,10,https://jsonplaceholder.typicode.com/posts,298,0,0
1643396270696,151,GET,200,OK,jp@gc - Ultimate Thread Group 3-1,text,true,,1373,140,10,10,https://jsonplaceholder.typicode.com/posts/1,151,0,98
